transaction_id,sender_id,receiver_id,transaction_amount,timestamp,transaction_type,label
T0002795,ACC_0029,ACC_0143,44.48,2025-01-10 16:55:00,transfer,0
T0002796,ACC_0341,ACC_0321,115.68,2025-01-10 17:00:00,transfer,0
T0001399,ACC_0209,ACC_0334,59.69,2025-01-10 17:10:00,payment,0
T0001556,ACC_0230,ACC_0406,72.86,2025-01-10 17:24:00,payment,0
T0003503,ACC_0261,ACC_0429,72.73,2025-01-10 17:32:00,payment,0
T0001170,ACC_0031,ACC_0096,93.25,2025-01-10 18:00:00,payment,0
T0000639,ACC_0309,ACC_0079,75.87,2025-01-10 18:18:00,deposit,0
T0001278,ACC_0291,ACC_0447,19.9,2025-01-10 18:18:00,payment,0
T0000703,ACC_0341,ACC_0378,63.94,2025-01-10 18:20:00,payment,0
T0000879,ACC_0235,ACC_0325,267.73,2025-01-10 18:24:00,withdrawal,0
T0000485,ACC_0435,ACC_0381,48.21,2025-01-10 18:25:00,withdrawal,0
T0001006,ACC_0476,ACC_0155,40.62,2025-01-10 18:44:00,deposit,0
T0002817,ACC_0293,ACC_0209,25.56,2025-01-10 18:45:00,transfer,0
T0001174,ACC_0458,ACC_0201,40.36,2025-01-10 18:48:00,transfer,0
T0002351,ACC_0078,ACC_0009,50.57,2025-01-10 19:06:00,transfer,0
T0001009,ACC_0440,ACC_0090,163.28,2025-01-10 19:26:00,payment,0
T0002357,ACC_0388,ACC_0038,21.71,2025-01-10 19:42:00,withdrawal,0
T0003537,ACC_0491,ACC_0354,198.41,2025-01-10 19:48:00,withdrawal,0
T0000745,ACC_0197,ACC_0387,247.68,2025-01-10 19:55:00,transfer,0
T0002836,ACC_0079,ACC_0464,94.14,2025-01-10 20:20:00,deposit,0
T0000946,ACC_0154,ACC_0195,157.76,2025-01-10 20:30:00,transfer,0
T0003551,ACC_0472,ACC_0185,70.46,2025-01-10 20:44:00,transfer,0
T0001093,ACC_0459,ACC_0274,110.8,2025-01-10 20:49:00,deposit,0
T0001579,ACC_0216,ACC_0312,54.58,2025-01-10 20:51:00,payment,0
T0000836,ACC_0081,ACC_0006,101.62,2025-01-10 20:52:00,cash_out,0
T0002843,ACC_0411,ACC_0111,86.58,2025-01-10 20:55:00,deposit,0
T0002371,ACC_0314,ACC_0082,114.86,2025-01-10 21:06:00,transfer,0
T0001186,ACC_0384,ACC_0327,182.83,2025-01-10 21:12:00,withdrawal,0
T0003560,ACC_0456,ACC_0194,211.92,2025-01-10 21:20:00,deposit,0
T0003561,ACC_0431,ACC_0028,110.46,2025-01-10 21:24:00,payment,0
T0001584,ACC_0488,ACC_0459,90.76,2025-01-10 21:36:00,transfer,0
T0002040,ACC_0133,ACC_0101,114.78,2025-01-10 22:00:00,payment,0
T0001587,ACC_0080,ACC_0437,61.09,2025-01-10 22:03:00,transfer,0
T0002859,ACC_0047,ACC_0202,69.82,2025-01-10 22:15:00,deposit,0
T0001589,ACC_0324,ACC_0227,72.67,2025-01-10 22:21:00,transfer,0
T0001301,ACC_0136,ACC_0069,103.23,2025-01-10 22:31:00,transfer,0
T0001591,ACC_0224,ACC_0047,36.91,2025-01-10 22:39:00,deposit,0
T0002864,ACC_0456,ACC_0421,285.7,2025-01-10 22:40:00,cash_out,0
T0000843,ACC_0417,ACC_0263,94.76,2025-01-10 22:51:00,withdrawal,0
T0000531,ACC_0422,ACC_0365,97.09,2025-01-10 22:57:00,cash_out,0
T0000717,ACC_0440,ACC_0490,661.92,2025-01-10 23:00:00,payment,0
T0000844,ACC_0406,ACC_0407,87.55,2025-01-10 23:08:00,transfer,0
T0002393,ACC_0438,ACC_0447,452.36,2025-01-10 23:18:00,deposit,0
T0000758,ACC_0134,ACC_0251,330.93,2025-01-11 00:02:00,cash_out,0
T0000686,ACC_0222,ACC_0252,9.12,2025-01-11 00:06:00,deposit,0
T0002060,ACC_0379,ACC_0376,204.5,2025-01-11 00:20:00,payment,0
T0001311,ACC_0478,ACC_0379,86.26,2025-01-11 00:21:00,withdrawal,0
T0000656,ACC_0440,ACC_0413,148.32,2025-01-11 00:32:00,payment,0
T0003610,ACC_0360,ACC_0251,132.96,2025-01-11 00:40:00,transfer,0
T0002889,ACC_0188,ACC_0363,15.46,2025-01-11 00:45:00,transfer,0
T0001808,ACC_0164,ACC_0287,104.47,2025-01-11 01:04:00,transfer,0
T0002415,ACC_0088,ACC_0195,71.22,2025-01-11 01:30:00,payment,0
T0001115,ACC_0135,ACC_0003,43.01,2025-01-11 01:35:00,cash_out,0
T0001318,ACC_0480,ACC_0091,89.9,2025-01-11 01:38:00,cash_out,0
T0002073,ACC_0056,ACC_0337,135.06,2025-01-11 01:51:00,deposit,0
T0000807,ACC_0154,ACC_0404,30.13,2025-01-11 02:06:00,transfer,0
T0001453,ACC_0049,ACC_0011,206.25,2025-01-11 02:10:00,transfer,0
T0002076,ACC_0167,ACC_0272,51.96,2025-01-11 02:12:00,cash_out,0
T0001616,ACC_0451,ACC_0325,171.69,2025-01-11 02:24:00,transfer,0
T0002425,ACC_0388,ACC_0228,62.02,2025-01-11 02:30:00,transfer,0
T0002910,ACC_0208,ACC_0023,143.11,2025-01-11 02:30:00,cash_out,0
T0003649,ACC_0294,ACC_0255,60.35,2025-01-11 03:16:00,transfer,0
T0002920,ACC_0082,ACC_0467,85.58,2025-01-11 03:20:00,payment,0
T0000522,ACC_0148,ACC_0403,55.58,2025-01-11 03:36:00,payment,0
T0001127,ACC_0246,ACC_0341,16.01,2025-01-11 04:11:00,transfer,0
T0000564,ACC_0294,ACC_0421,101.57,2025-01-11 04:24:00,transfer,0
T0002445,ACC_0235,ACC_0052,346.51,2025-01-11 04:30:00,payment,0
T0000638,ACC_0328,ACC_0278,140.36,2025-01-11 04:34:00,deposit,0
T0000565,ACC_0108,ACC_0353,132.7,2025-01-11 04:50:00,payment,0
T0000525,ACC_0007,ACC_0173,68.46,2025-01-11 05:00:00,transfer,0
T0002941,ACC_0088,ACC_0107,89.71,2025-01-11 05:05:00,transfer,0
T0001473,ACC_0426,ACC_0154,106.09,2025-01-11 05:30:00,transfer,0
T0001842,ACC_0374,ACC_0076,126.67,2025-01-11 05:36:00,withdrawal,0
T0002948,ACC_0396,ACC_0444,29.25,2025-01-11 05:40:00,transfer,0
T0001476,ACC_0018,ACC_0445,40.09,2025-01-11 06:00:00,transfer,0
T0000642,ACC_0043,ACC_0201,78.26,2025-01-11 06:06:00,deposit,0
T0002462,ACC_0020,ACC_0358,123.78,2025-01-11 06:12:00,withdrawal,0
T0003701,ACC_0181,ACC_0201,70.38,2025-01-11 06:44:00,transfer,0
T0000987,ACC_0185,ACC_0043,29.05,2025-01-11 06:45:00,payment,0
T0000617,ACC_0426,ACC_0191,41.0,2025-01-11 06:48:00,deposit,0
T0001234,ACC_0035,ACC_0403,21.99,2025-01-11 06:48:00,deposit,0
T0001481,ACC_0347,ACC_0483,58.5,2025-01-11 06:50:00,payment,0
T0001058,ACC_0255,ACC_0352,146.3,2025-01-11 06:52:00,deposit,0
T0001852,ACC_0106,ACC_0340,308.55,2025-01-11 06:56:00,payment,0
T0001647,ACC_0353,ACC_0409,86.65,2025-01-11 07:03:00,transfer,0
T0000549,ACC_0128,ACC_0241,854.16,2025-01-11 07:03:00,transfer,0
T0003709,ACC_0220,ACC_0046,430.06,2025-01-11 07:16:00,cash_out,0
T0001857,ACC_0009,ACC_0421,21.08,2025-01-11 07:36:00,transfer,0
T0000991,ACC_0333,ACC_0047,38.93,2025-01-11 07:45:00,transfer,0
T0000513,ACC_0364,ACC_0251,85.13,2025-01-11 07:57:00,transfer,0
T0002979,ACC_0306,ACC_0176,40.9,2025-01-11 08:15:00,withdrawal,0
T0003727,ACC_0432,ACC_0150,274.81,2025-01-11 08:28:00,transfer,0
T0002130,ACC_0180,ACC_0291,48.04,2025-01-11 08:30:00,cash_out,0
T0001866,ACC_0083,ACC_0466,153.49,2025-01-11 08:48:00,transfer,0
T0000996,ACC_0323,ACC_0125,28.86,2025-01-11 09:00:00,transfer,0
T0003740,ACC_0481,ACC_0226,57.58,2025-01-11 09:20:00,deposit,0
T0002498,ACC_0110,ACC_0082,95.49,2025-01-11 09:48:00,cash_out,0
T0003751,ACC_0305,ACC_0456,59.55,2025-01-11 10:04:00,cash_out,0
T0000682,ACC_0112,ACC_0472,39.42,2025-01-11 10:04:00,deposit,0
T0003760,ACC_0244,ACC_0473,48.86,2025-01-11 10:40:00,withdrawal,0
T0003008,ACC_0163,ACC_0359,71.62,2025-01-11 10:40:00,transfer,0
T0002152,ACC_0091,ACC_0226,124.48,2025-01-11 11:04:00,payment,0
T0000603,ACC_0378,ACC_0130,26.41,2025-01-11 11:15:00,payment,0
T0001371,ACC_0336,ACC_0225,127.74,2025-01-11 11:21:00,withdrawal,0
T0000629,ACC_0292,ACC_0453,83.08,2025-01-11 11:36:00,transfer,0
T0000839,ACC_0280,ACC_0342,151.12,2025-01-11 11:42:00,withdrawal,0
T0003776,ACC_0148,ACC_0386,171.38,2025-01-11 11:44:00,cash_out,0
T0001511,ACC_0245,ACC_0259,176.74,2025-01-11 11:50:00,transfer,0
T0001374,ACC_0376,ACC_0187,25.33,2025-01-11 11:54:00,payment,0
T0000756,ACC_0243,ACC_0048,31.28,2025-01-11 12:00:00,payment,0
T0002160,ACC_0069,ACC_0210,49.26,2025-01-11 12:00:00,transfer,0
T0000582,ACC_0000,ACC_0033,59.98,2025-01-11 12:12:00,deposit,0
T0000757,ACC_0247,ACC_0431,320.15,2025-01-11 12:20:00,transfer,0
T0003788,ACC_0174,ACC_0055,39.92,2025-01-11 12:32:00,transfer,0
T0003031,ACC_0398,ACC_0356,155.82,2025-01-11 12:35:00,payment,0
T0003032,ACC_0248,ACC_0202,40.94,2025-01-11 12:40:00,cash_out,0
T0002527,ACC_0187,ACC_0022,203.85,2025-01-11 12:42:00,payment,0
T0000523,ACC_0207,ACC_0356,111.98,2025-01-11 12:47:00,transfer,0
T0001264,ACC_0008,ACC_0379,10.06,2025-01-11 12:48:00,transfer,0
T0001379,ACC_0142,ACC_0439,52.06,2025-01-11 12:49:00,transfer,0
T0002172,ACC_0414,ACC_0103,106.22,2025-01-11 13:24:00,transfer,0
T0003804,ACC_0341,ACC_0235,33.76,2025-01-11 13:36:00,payment,0
T0001523,ACC_0137,ACC_0164,109.33,2025-01-11 13:50:00,withdrawal,0
T0003810,ACC_0395,ACC_0200,69.17,2025-01-11 14:00:00,transfer,0
T0000664,ACC_0391,ACC_0408,52.12,2025-01-11 14:32:00,transfer,0
T0002183,ACC_0300,ACC_0292,80.38,2025-01-11 14:41:00,transfer,0
T0001698,ACC_0392,ACC_0039,139.56,2025-01-11 14:42:00,transfer,0
T0002184,ACC_0474,ACC_0140,101.44,2025-01-11 14:48:00,transfer,0
T0000850,ACC_0213,ACC_0410,10.35,2025-01-11 15:00:00,payment,0
T0000612,ACC_0007,ACC_0367,49.6,2025-01-11 15:00:00,payment,0
T0000567,ACC_0046,ACC_0345,43.73,2025-01-11 15:09:00,payment,0
T0001701,ACC_0089,ACC_0164,73.8,2025-01-11 15:09:00,transfer,0
T0000957,ACC_0040,ACC_0216,139.33,2025-01-11 15:12:00,transfer,0
T0001393,ACC_0225,ACC_0355,91.21,2025-01-11 15:23:00,payment,0
T0001179,ACC_0264,ACC_0123,39.05,2025-01-11 15:27:00,cash_out,0
T0000529,ACC_0145,ACC_0378,83.41,2025-01-11 15:41:00,withdrawal,0
T0001705,ACC_0175,ACC_0061,60.82,2025-01-11 15:45:00,cash_out,0
T0002194,ACC_0068,ACC_0197,110.01,2025-01-11 15:58:00,payment,0
T0001536,ACC_0359,ACC_0010,30.7,2025-01-11 16:00:00,payment,0
T0001283,ACC_0124,ACC_0062,89.8,2025-01-11 16:36:00,payment,0
T0000550,ACC_0291,ACC_0464,45.57,2025-01-11 16:40:00,transfer,0
T0002207,ACC_0099,ACC_0196,66.81,2025-01-11 17:29:00,transfer,0
T0001031,ACC_0018,ACC_0035,104.08,2025-01-11 17:45:00,transfer,0
T0003869,ACC_0387,ACC_0017,24.26,2025-01-11 17:56:00,transfer,0
T0001290,ACC_0221,ACC_0335,125.5,2025-01-11 18:00:00,payment,0
T0000861,ACC_0204,ACC_0233,20.36,2025-01-11 18:18:00,cash_out,0
T0003876,ACC_0370,ACC_0297,285.11,2025-01-11 18:24:00,payment,0
T0002584,ACC_0496,ACC_0235,61.86,2025-01-11 18:24:00,transfer,0
T0003880,ACC_0193,ACC_0070,24.71,2025-01-11 18:40:00,transfer,0
T0001553,ACC_0473,ACC_0241,75.84,2025-01-11 18:50:00,deposit,0
T0001942,ACC_0200,ACC_0402,46.57,2025-01-11 18:56:00,withdrawal,0
T0001951,ACC_0154,ACC_0008,49.41,2025-01-11 20:08:00,payment,0
T0000680,ACC_0087,ACC_0266,51.83,2025-01-11 20:40:00,transfer,0
T0001422,ACC_0453,ACC_0205,77.43,2025-01-11 20:42:00,transfer,0
T0003915,ACC_0091,ACC_0197,18.34,2025-01-11 21:00:00,payment,0
T0000627,ACC_0024,ACC_0451,17.72,2025-01-11 21:15:00,payment,0
T0001744,ACC_0114,ACC_0300,131.98,2025-01-11 21:36:00,transfer,0
T0000872,ACC_0086,ACC_0423,71.72,2025-01-11 21:36:00,payment,0
T0001570,ACC_0201,ACC_0130,48.7,2025-01-11 21:40:00,cash_out,0
T0002252,ACC_0097,ACC_0370,183.99,2025-01-11 22:44:00,deposit,0
T0003946,ACC_0411,ACC_0341,58.48,2025-01-11 23:04:00,payment,0
T0000791,ACC_0349,ACC_0242,156.04,2025-01-11 23:40:00,transfer,0
T0000833,ACC_0173,ACC_0088,212.43,2025-01-11 23:47:00,payment,0
T0001319,ACC_0142,ACC_0319,135.52,2025-01-11 23:48:00,transfer,0
T0002268,ACC_0374,ACC_0157,183.29,2025-01-12 00:36:00,cash_out,0
T0002649,ACC_0000,ACC_0375,20.97,2025-01-12 00:54:00,cash_out,0
T0001225,ACC_0322,ACC_0076,80.01,2025-01-12 01:25:00,payment,0
T0002275,ACC_0306,ACC_0467,206.52,2025-01-12 01:25:00,transfer,0
T0003186,ACC_0257,ACC_0368,134.63,2025-01-12 01:30:00,transfer,0
T0000938,ACC_0113,ACC_0208,33.74,2025-01-12 01:46:00,withdrawal,0
T0003190,ACC_0218,ACC_0398,173.55,2025-01-12 01:50:00,payment,0
T0002282,ACC_0243,ACC_0352,251.39,2025-01-12 02:14:00,payment,0
T0002000,ACC_0469,ACC_0219,57.38,2025-01-12 02:40:00,transfer,0
T0000696,ACC_0319,ACC_0164,61.81,2025-01-12 02:48:00,transfer,0
T0001606,ACC_0211,ACC_0129,85.66,2025-01-12 03:40:00,transfer,0
T0004015,ACC_0435,ACC_0023,205.59,2025-01-12 03:40:00,transfer,0
T0002009,ACC_0393,ACC_0099,11.83,2025-01-12 03:52:00,payment,0
T0001608,ACC_0366,ACC_0444,112.6,2025-01-12 04:00:00,payment,0
T0001609,ACC_0495,ACC_0135,202.81,2025-01-12 04:10:00,payment,0
T0002683,ACC_0019,ACC_0351,13.95,2025-01-12 04:18:00,transfer,0
T0003220,ACC_0348,ACC_0184,47.17,2025-01-12 04:20:00,transfer,0
T0001791,ACC_0106,ACC_0125,100.77,2025-01-12 04:39:00,cash_out,0
T0001468,ACC_0276,ACC_0264,256.81,2025-01-12 05:08:00,transfer,0
T0000559,ACC_0293,ACC_0144,62.49,2025-01-12 06:11:00,cash_out,0
T0000649,ACC_0187,ACC_0430,93.4,2025-01-12 06:25:00,withdrawal,0
T0000738,ACC_0355,ACC_0339,15.06,2025-01-12 06:36:00,deposit,0
T0004060,ACC_0457,ACC_0158,89.59,2025-01-12 06:40:00,transfer,0
T0000814,ACC_0319,ACC_0418,39.64,2025-01-12 07:20:00,cash_out,0
T0001165,ACC_0334,ACC_0190,71.08,2025-01-12 07:50:00,cash_out,0
T0001634,ACC_0164,ACC_0256,194.76,2025-01-12 08:20:00,payment,0
T0002335,ACC_0377,ACC_0244,70.97,2025-01-12 08:25:00,payment,0
T0000654,ACC_0104,ACC_0306,195.27,2025-01-12 08:30:00,transfer,0
T0001090,ACC_0024,ACC_0179,95.57,2025-01-12 08:30:00,transfer,0
T0001363,ACC_0313,ACC_0372,443.99,2025-01-12 08:36:00,payment,0
T0002045,ACC_0471,ACC_0013,182.32,2025-01-12 08:40:00,transfer,0
T0000683,ACC_0441,ACC_0283,193.15,2025-01-12 09:12:00,deposit,0
T0000965,ACC_0331,ACC_0420,197.62,2025-01-12 09:25:00,cash_out,0
T0001641,ACC_0090,ACC_0425,69.58,2025-01-12 09:30:00,transfer,0
T0000865,ACC_0249,ACC_0308,15.55,2025-01-12 09:55:00,transfer,0
T0002055,ACC_0288,ACC_0052,65.24,2025-01-12 10:00:00,transfer,0
T0004114,ACC_0432,ACC_0125,21.99,2025-01-12 10:16:00,deposit,0
T0003292,ACC_0348,ACC_0226,48.68,2025-01-12 10:20:00,deposit,0
T0000568,ACC_0146,ACC_0137,29.52,2025-01-12 10:32:00,payment,0
T0000687,ACC_0080,ACC_0141,158.42,2025-01-12 10:48:00,deposit,0
T0001499,ACC_0456,ACC_0230,127.36,2025-01-12 10:49:00,transfer,0
T0001833,ACC_0017,ACC_0238,64.56,2025-01-12 10:57:00,transfer,0
T0004126,ACC_0162,ACC_0011,72.14,2025-01-12 11:04:00,transfer,0
T0000786,ACC_0492,ACC_0279,168.16,2025-01-12 11:06:00,transfer,0
T0000971,ACC_0152,ACC_0088,108.29,2025-01-12 11:07:00,payment,0
T0001180,ACC_0272,ACC_0105,55.1,2025-01-12 11:20:00,withdrawal,0
T0001838,ACC_0452,ACC_0294,210.61,2025-01-12 11:42:00,payment,0
T0001841,ACC_0076,ACC_0052,13.83,2025-01-12 12:09:00,transfer,0
T0000975,ACC_0293,ACC_0394,395.59,2025-01-12 12:15:00,transfer,0
T0002370,ACC_0217,ACC_0262,19.13,2025-01-12 12:30:00,withdrawal,0
T0002373,ACC_0337,ACC_0311,90.53,2025-01-12 12:51:00,transfer,0
T0000573,ACC_0315,ACC_0449,100.54,2025-01-12 12:57:00,transfer,0
T0003327,ACC_0338,ACC_0059,145.13,2025-01-12 13:15:00,cash_out,0
T0000925,ACC_0453,ACC_0105,65.73,2025-01-12 13:30:00,payment,0
T0000694,ACC_0266,ACC_0339,274.14,2025-01-12 13:36:00,withdrawal,0
T0004164,ACC_0045,ACC_0429,120.46,2025-01-12 13:36:00,transfer,0
T0002380,ACC_0444,ACC_0386,123.7,2025-01-12 13:40:00,payment,0
T0002084,ACC_0215,ACC_0251,134.0,2025-01-12 13:52:00,payment,0
T0002779,ACC_0082,ACC_0244,555.21,2025-01-12 13:54:00,payment,0
T0002783,ACC_0156,ACC_0077,93.67,2025-01-12 14:18:00,deposit,0
T0003341,ACC_0240,ACC_0019,197.24,2025-01-12 14:25:00,cash_out,0
T0003344,ACC_0413,ACC_0364,171.37,2025-01-12 14:40:00,transfer,0
T0004183,ACC_0392,ACC_0381,57.17,2025-01-12 14:52:00,deposit,0
T0001117,ACC_0385,ACC_0309,62.02,2025-01-12 15:15:00,transfer,0
T0001197,ACC_0187,ACC_0352,47.21,2025-01-12 15:18:00,transfer,0
T0000799,ACC_0393,ACC_0403,80.86,2025-01-12 15:39:00,transfer,0
T0004198,ACC_0426,ACC_0069,111.25,2025-01-12 15:52:00,transfer,0
T0002799,ACC_0430,ACC_0153,91.95,2025-01-12 15:54:00,payment,0
T0003364,ACC_0393,ACC_0158,139.76,2025-01-12 16:20:00,withdrawal,0
T0001202,ACC_0214,ACC_0344,116.73,2025-01-12 16:28:00,transfer,0
T0002104,ACC_0052,ACC_0009,124.29,2025-01-12 16:32:00,deposit,0
T0001052,ACC_0414,ACC_0490,443.87,2025-01-12 16:32:00,cash_out,0
T0002406,ACC_0212,ACC_0122,65.98,2025-01-12 16:42:00,transfer,0
T0000626,ACC_0313,ACC_0384,117.0,2025-01-12 17:42:00,transfer,0
T0002113,ACC_0464,ACC_0309,132.12,2025-01-12 17:44:00,payment,0
T0000585,ACC_0013,ACC_0250,174.36,2025-01-12 18:45:00,transfer,0
T0004245,ACC_0367,ACC_0436,223.57,2025-01-12 19:00:00,cash_out,0
T0001213,ACC_0053,ACC_0347,391.85,2025-01-12 19:02:00,withdrawal,0
T0002429,ACC_0308,ACC_0118,73.86,2025-01-12 19:23:00,transfer,0
T0000895,ACC_0199,ACC_0163,313.86,2025-01-12 19:25:00,deposit,0
T0002835,ACC_0462,ACC_0060,26.41,2025-01-12 19:30:00,payment,0
T0000945,ACC_0419,ACC_0068,149.29,2025-01-12 19:30:00,transfer,0
T0001219,ACC_0232,ACC_0109,44.5,2025-01-12 20:26:00,withdrawal,0
T0000776,ACC_0021,ACC_0345,650.31,2025-01-12 20:32:00,payment,0
T0002847,ACC_0019,ACC_0403,114.42,2025-01-12 20:42:00,transfer,0
T0002136,ACC_0081,ACC_0433,98.29,2025-01-12 20:48:00,payment,0
T0001221,ACC_0050,ACC_0203,138.95,2025-01-12 20:54:00,transfer,0
T0000900,ACC_0376,ACC_0482,49.69,2025-01-12 21:00:00,transfer,0
T0001140,ACC_0066,ACC_0489,41.44,2025-01-12 21:00:00,transfer,0
T0002138,ACC_0191,ACC_0342,152.06,2025-01-12 21:04:00,payment,0
T0003433,ACC_0482,ACC_0115,33.45,2025-01-12 22:05:00,cash_out,0
T0000592,ACC_0381,ACC_0147,208.43,2025-01-12 22:08:00,transfer,0
T0001908,ACC_0254,ACC_0204,47.42,2025-01-12 22:12:00,transfer,0
T0000859,ACC_0396,ACC_0045,38.13,2025-01-12 22:20:00,transfer,0
T0001718,ACC_0084,ACC_0111,62.61,2025-01-12 22:20:00,withdrawal,0
T0001719,ACC_0024,ACC_0487,182.55,2025-01-12 22:30:00,payment,0
T0002867,ACC_0217,ACC_0288,139.07,2025-01-12 22:42:00,payment,0
T0001324,ACC_0080,ACC_0223,162.74,2025-01-12 22:52:00,payment,0
T0004305,ACC_0218,ACC_0072,119.11,2025-01-12 23:00:00,transfer,0
T0003451,ACC_0271,ACC_0254,57.12,2025-01-12 23:35:00,withdrawal,0
T0002158,ACC_0232,ACC_0179,64.69,2025-01-12 23:44:00,transfer,0
T0004316,ACC_0319,ACC_0282,108.97,2025-01-12 23:44:00,payment,0
T0002880,ACC_0317,ACC_0095,112.47,2025-01-13 00:00:00,payment,0
T0001330,ACC_0163,ACC_0208,74.37,2025-01-13 00:10:00,deposit,0
T0001081,ACC_0257,ACC_0156,301.54,2025-01-13 00:16:00,payment,0
T0000754,ACC_0117,ACC_0462,48.07,2025-01-13 01:02:00,cash_out,0
T0002169,ACC_0363,ACC_0330,237.12,2025-01-13 01:12:00,payment,0
T0003471,ACC_0188,ACC_0386,79.71,2025-01-13 01:15:00,withdrawal,0
T0004339,ACC_0463,ACC_0318,89.27,2025-01-13 01:16:00,payment,0
T0000789,ACC_0494,ACC_0040,113.28,2025-01-13 01:18:00,deposit,0
T0000914,ACC_0184,ACC_0476,171.55,2025-01-13 01:26:00,transfer,0
T0000668,ACC_0493,ACC_0117,236.5,2025-01-13 01:28:00,transfer,0
T0004347,ACC_0319,ACC_0284,124.35,2025-01-13 01:48:00,transfer,0
T0001023,ACC_0076,ACC_0305,50.42,2025-01-13 01:51:00,cash_out,0
T0001087,ACC_0112,ACC_0149,170.42,2025-01-13 01:52:00,deposit,0
T0001450,ACC_0136,ACC_0188,202.4,2025-01-13 02:00:00,transfer,0
T0001740,ACC_0197,ACC_0359,85.82,2025-01-13 02:00:00,withdrawal,0
T0001025,ACC_0255,ACC_0070,87.79,2025-01-13 02:25:00,transfer,0
T0003486,ACC_0215,ACC_0393,155.12,2025-01-13 02:30:00,transfer,0
T0001341,ACC_0129,ACC_0100,63.3,2025-01-13 02:33:00,transfer,0
T0000969,ACC_0228,ACC_0440,70.79,2025-01-13 02:42:00,deposit,0
T0001342,ACC_0195,ACC_0364,40.62,2025-01-13 02:46:00,transfer,0
T0004362,ACC_0408,ACC_0423,59.75,2025-01-13 02:48:00,payment,0
T0001941,ACC_0284,ACC_0493,109.04,2025-01-13 03:09:00,payment,0
T0000647,ACC_0175,ACC_0025,16.98,2025-01-13 03:09:00,deposit,0
T0000832,ACC_0466,ACC_0240,255.6,2025-01-13 03:12:00,payment,0
T0001456,ACC_0494,ACC_0336,16.02,2025-01-13 03:12:00,deposit,0
T0000760,ACC_0090,ACC_0324,68.9,2025-01-13 03:20:00,cash_out,0
T0001348,ACC_0300,ACC_0073,100.25,2025-01-13 04:04:00,cash_out,0
T0002193,ACC_0140,ACC_0365,53.42,2025-01-13 04:24:00,payment,0
T0003512,ACC_0147,ACC_0454,124.39,2025-01-13 04:40:00,transfer,0
T0004390,ACC_0002,ACC_0103,203.86,2025-01-13 04:40:00,withdrawal,0
T0001171,ACC_0074,ACC_0172,104.76,2025-01-13 04:45:00,payment,0
T0004393,ACC_0170,ACC_0100,76.46,2025-01-13 04:52:00,deposit,0
T0000764,ACC_0150,ACC_0390,57.2,2025-01-13 04:52:00,transfer,0
T0001600,ACC_0245,ACC_0460,36.01,2025-01-13 05:20:00,payment,0
T0001956,ACC_0149,ACC_0395,151.84,2025-01-13 05:24:00,payment,0
T0001761,ACC_0417,ACC_0169,30.6,2025-01-13 05:30:00,payment,0
T0002936,ACC_0465,ACC_0123,55.25,2025-01-13 05:36:00,transfer,0
T0002203,ACC_0024,ACC_0345,300.77,2025-01-13 05:44:00,cash_out,0
T0004407,ACC_0121,ACC_0490,92.92,2025-01-13 05:48:00,payment,0
T0000882,ACC_0267,ACC_0462,223.71,2025-01-13 06:00:00,cash_out,0
T0001103,ACC_0190,ACC_0341,119.91,2025-01-13 06:08:00,payment,0
T0002523,ACC_0446,ACC_0440,168.9,2025-01-13 06:21:00,cash_out,0
T0002208,ACC_0476,ACC_0159,79.14,2025-01-13 06:24:00,transfer,0
T0003534,ACC_0028,ACC_0174,244.25,2025-01-13 06:30:00,deposit,0
T0000842,ACC_0055,ACC_0364,167.85,2025-01-13 06:42:00,payment,0
T0001361,ACC_0000,ACC_0044,85.97,2025-01-13 06:53:00,transfer,0
T0001770,ACC_0067,ACC_0282,75.46,2025-01-13 07:00:00,payment,0
T0001182,ACC_0253,ACC_0413,74.51,2025-01-13 07:30:00,transfer,0
T0000845,ACC_0360,ACC_0050,71.87,2025-01-13 07:45:00,transfer,0
T0004443,ACC_0316,ACC_0386,109.45,2025-01-13 08:12:00,payment,0
T0001185,ACC_0037,ACC_0393,67.57,2025-01-13 08:15:00,transfer,0
T0000741,ACC_0102,ACC_0305,184.72,2025-01-13 08:24:00,deposit,0
T0003557,ACC_0320,ACC_0017,62.69,2025-01-13 08:25:00,transfer,0
T0001618,ACC_0499,ACC_0071,92.55,2025-01-13 08:38:00,transfer,0
T0000848,ACC_0171,ACC_0249,103.76,2025-01-13 08:48:00,transfer,0
T0001484,ACC_0377,ACC_0338,71.98,2025-01-13 08:48:00,transfer,0
T0001619,ACC_0041,ACC_0116,40.31,2025-01-13 08:49:00,withdrawal,0
T0001980,ACC_0300,ACC_0384,34.56,2025-01-13 09:00:00,withdrawal,0
T0002972,ACC_0160,ACC_0024,47.58,2025-01-13 09:12:00,transfer,0
T0000811,ACC_0344,ACC_0354,228.33,2025-01-13 09:22:00,deposit,0
T0002549,ACC_0093,ACC_0219,308.5,2025-01-13 09:23:00,payment,0
T0000661,ACC_0402,ACC_0280,31.04,2025-01-13 09:27:00,transfer,0
T0002231,ACC_0079,ACC_0441,10.3,2025-01-13 09:28:00,transfer,0
T0002975,ACC_0150,ACC_0276,52.98,2025-01-13 09:30:00,transfer,0
T0001191,ACC_0278,ACC_0379,53.55,2025-01-13 09:45:00,transfer,0
T0001051,ACC_0434,ACC_0402,66.39,2025-01-13 09:47:00,payment,0
