account_id,out_degree,in_degree,out_volume,in_volume,avg_out_amount,avg_in_amount,unique_receivers,unique_senders,fraud_out_ratio,fraud_in_ratio,pagerank,cycle_participation,flow_imbalance,tx_velocity_per_hour,burst_score,max_hourly_count,dormancy_ratio,activity_concentration,near_threshold_ratio,round_number_ratio,amount_variance_ratio,structuring_score,tx_count_1h_max,tx_count_6h_max,tx_count_24h_max,volume_1h_max,volume_6h_max,volume_24h_max,unique_counterparties_1h_max,unique_counterparties_6h_max,unique_counterparties_24h_max
ACC_0087,18,13,2532.5,2139.32,140.69444444444446,164.56307692307695,18,13,0.05555555555555555,0.07692307692307693,0.001989382777930906,1368,0.08415992054470384,0.013275662712517665,1.9354838709677418,2,0.987152034261242,0.031182795698924674,0.0,0.0,0.4785923289943306,0.09571846579886611,2,2,3,1401.86,1401.86,1401.86,2,2,3
ACC_0088,13,11,1446.75,889.1700000000003,111.28846153846153,80.83363636363639,13,11,0.0,0.0,0.0016693429539669105,821,0.2386982430894948,0.010728015019221028,1.0,1,0.9892713455520786,0.0,0.0,0.0,0.46823463403121923,0.09364692680624385,1,2,4,532.51,532.51,673.37,1,2,4
ACC_0089,8,8,632.0,748.6400000000001,79.0,93.58000000000001,8,8,0.0,0.0,0.0012539672510419285,366,-0.08448255881269214,0.006747448620990188,1.0,1,0.9932517924926192,0.0,0.0,0.0,0.6424829467669222,0.12849658935338445,1,2,2,248.41,248.41,248.41,1,2,2
ACC_0090,15,8,1695.52,1419.7199999999998,113.03466666666667,177.46499999999997,15,8,0.0,0.0,0.0012221391783336188,892,0.08853250471845343,0.010396811644429042,1.0,1,0.9896021699819169,0.0,0.0,0.0,0.5705986270878132,0.11411972541756264,1,1,2,517.8,517.8,517.8,1,1,2
ACC_0091,13,9,1160.54,1267.12,89.27230769230769,140.7911111111111,13,9,0.0,0.0,0.0012275884643070517,873,-0.043902358649712446,0.012425166610188637,1.0,1,0.9875706214689266,0.0,0.0,0.0,0.5126968071860297,0.10253936143720595,1,2,3,412.14,412.14,412.14,1,2,3
ACC_0092,9,11,1274.64,1149.77,141.62666666666667,104.52454545454545,9,11,0.0,0.0,0.0013535230109983708,648,0.05150531469490931,0.010239694174467323,1.0,1,0.9897593445980543,0.0,0.0,0.0,0.568237816255883,0.1136475632511766,1,2,2,447.74,447.74,447.74,1,2,2
ACC_0093,10,9,2725.2000000000003,2652.19,272.52000000000004,294.6877777777778,10,9,0.1,0.2222222222222222,0.001612219764482359,615,0.013577218687851252,0.009354536950420954,1.894736842105263,2,0.9911373707533235,0.04970760233918132,0.0,0.0,0.34821669715916026,0.06964333943183205,3,3,4,3955.8500000000004,3955.8500000000004,4095.38,3,3,4
ACC_0094,6,12,731.74,1371.0,121.95666666666666,114.25,6,12,0.0,0.0,0.0018736186135699788,429,-0.30401285941055955,0.014041291798845492,1.0,1,0.9859484777517564,0.0,0.0,0.0,0.6125611439052865,0.1225122287810573,1,2,2,278.6,278.6,304.94,1,2,2
ACC_0095,16,10,1825.84,1378.05,114.115,137.805,16,10,0.0,0.0,0.0014411712927023122,914,0.13976447381108664,0.013727560718057022,1.0,1,0.986272439281943,0.0,0.0,0.0,0.6114745093692358,0.12229490187384716,1,2,2,433.42,433.42,433.42,1,2,2
ACC_0096,8,13,755.31,906.1600000000001,94.41375,69.7046153846154,8,13,0.0,0.0,0.0016523704409659916,725,-0.09079309286300216,0.010110330992978936,1.9047619047619047,2,0.9903707270101108,0.04523809523809526,0.0,0.0,0.7866362871254281,0.15732725742508563,2,3,4,189.35,205.39,294.2,2,3,4
ACC_0097,16,15,1916.25,2379.3199999999993,119.765625,158.6213333333333,15,14,0.0625,0.13333333333333333,0.002154922147898096,1608,-0.10780175855565648,0.016313356780129278,1.9354838709677418,2,0.9842105263157894,0.031182795698924674,0.0,0.0,0.5234212069805195,0.10468424139610391,3,3,3,880.17,880.17,880.17,2,2,3
ACC_0098,8,12,1160.82,1770.3400000000001,145.1025,147.52833333333334,8,12,0.0,0.0,0.0019288163792004443,491,-0.20794497741437548,0.0119099606971297,1.0,1,0.9880881477069684,0.0,0.0,0.0,0.6599191782141182,0.13198383564282365,1,2,2,542.65,542.65,542.65,1,2,2
ACC_0099,19,18,4961.200000000001,1930.0700000000002,261.11578947368423,107.22611111111112,14,18,0.3157894736842105,0.05555555555555555,0.001997614623267166,1688,0.4398507096653595,0.018349533822654234,2.8378378378378377,3,0.9826388888888888,0.05250965250965253,0.0,0.0,0.4524359556557187,0.09048719113114374,4,4,4,2366.97,2366.97,2366.97,2,2,2
ACC_0100,11,10,893.83,882.03,81.25727272727273,88.203,11,10,0.0,0.0,0.0016478692708760646,902,0.006644667935498081,0.009829696605634134,1.0,1,0.9901685393258427,0.0,0.0,0.0,0.6048513572423843,0.12097027144847686,1,2,2,225.18,225.18,225.18,1,2,2
ACC_0101,16,15,4449.94,4683.64,278.12125,312.2426666666667,12,11,0.3125,0.4,0.00293830114113847,756,-0.02558690020777667,0.016091357383856735,2.4193548387096775,3,0.9870197300103842,0.16,0.0,0.0,0.4709313686176181,0.09418627372352362,3,3,3,2246.23,2246.23,2246.23,3,3,3
ACC_0102,16,14,2150.2900000000004,1625.98,134.39312500000003,116.14142857142858,16,14,0.0,0.0,0.0021235595827354763,1199,0.1388433560096635,0.01622674167027261,1.0,1,0.9837662337662337,0.0,0.0,0.0,0.510042276596048,0.1020084553192096,2,2,3,532.09,532.09,585.71,2,2,3
ACC_0103,5,10,1237.49,1335.9099999999999,247.498,133.59099999999998,5,10,0.0,0.0,0.0017676493109564893,321,-0.03824512318318855,0.011978279386712096,1.0,1,0.9880191693290735,0.0,0.0,0.0,0.6374794779812015,0.1274958955962403,1,1,2,397.09,397.09,529.04,1,1,2
ACC_0104,8,10,677.75,1510.97,84.71875,151.097,8,10,0.0,0.0,0.0012458860369518796,453,-0.38068825614797375,0.008850572828741415,1.0,1,0.9911460895228726,0.0,0.0,0.0,0.5758015188146952,0.11516030376293905,1,1,3,452.28,452.28,665.44,1,1,3
ACC_0105,12,8,1845.32,932.9000000000001,153.77666666666667,116.61250000000001,12,8,0.0,0.0,0.0014020204280955095,678,0.328418915707437,0.01012829169480081,1.0,1,0.9898682877406282,0.0,0.0,0.0,0.5944646223544575,0.1188929244708915,1,2,4,458.21,458.21,551.1,1,2,4
ACC_0106,9,6,1605.6100000000001,339.31,178.40111111111113,56.55166666666667,9,6,0.0,0.0,0.0009100021755182135,495,0.6510807642440252,0.0076046912495352685,1.0,1,0.992393509127789,0.0,0.0,0.0,0.6370220025128097,0.12740440050256194,1,2,2,331.97,331.97,409.32,1,2,2
ACC_0107,13,22,3118.99,3872.36,239.92230769230767,176.01636363636365,10,14,0.3076923076923077,0.4090909090909091,0.004242634954362229,945,-0.10775744312599465,0.017030110857912107,3.2,4,0.9863746958637469,0.17857142857142858,0.0,0.0,0.5686267180124164,0.11372534360248328,4,4,4,1417.3799999999999,1417.3799999999999,1417.3799999999999,3,3,4
ACC_0108,10,9,1104.4199999999998,1039.23,110.44199999999998,115.47,10,9,0.0,0.0,0.0016748126265366278,579,0.030410748023089466,0.008532295486864756,1.0,1,0.9914645103324349,0.0,0.0,0.0,0.5512996210160978,0.11025992420321956,1,1,2,353.51,353.51,382.90000000000003,1,1,2
ACC_0109,10,15,2454.05,3652.1,245.40500000000003,243.47333333333333,7,9,0.4,0.6,0.0032413307231380388,331,-0.19620382728855953,0.01335184789574877,2.88,4,0.9903846153846154,0.23333333333333328,0.0,0.0,0.474138697423637,0.0948277394847274,4,4,4,2278.4700000000003,2278.4700000000003,2278.4700000000003,3,3,3
ACC_0110,14,7,1579.5399999999997,788.1800000000001,112.8242857142857,112.59714285714287,14,7,0.0,0.0,0.001135174033858534,657,0.3342287094743709,0.011097410604192356,1.0,1,0.9889006342494715,0.0,0.0,0.0,0.6577394624133489,0.1315478924826698,1,2,3,251.27,315.9,315.9,1,2,3
ACC_0111,11,16,872.5800000000002,1849.17,79.32545454545456,115.573125,11,16,0.0,0.0,0.0022336511732664738,1094,-0.35880958941725427,0.013361265526285403,1.0,1,0.9866336633663366,0.0,0.0,0.0,0.6255128441853951,0.12510256883707901,1,2,3,296.0,358.89,375.33,1,2,3
ACC_0112,15,14,1568.8000000000004,1613.89,104.58666666666669,115.27785714285714,15,14,0.0,0.0,0.0020927052213672395,1301,-0.014167261027576676,0.01516815733040431,1.0,1,0.9848246991104134,0.0,0.0,0.0,0.6107069580910884,0.12214139161821769,1,2,3,253.49,285.11,393.72,1,2,3
ACC_0113,9,5,1349.93,526.98,149.99222222222224,105.396,9,5,0.0,0.0,0.0008484692422705942,251,0.4384600220551947,0.00929141871114749,1.0,1,0.9907038512616202,0.0,0.0,0.0,0.5415637245604964,0.10831274491209929,1,1,2,414.48,414.48,414.48,1,1,2
ACC_0114,10,9,1315.0800000000002,1035.5600000000002,131.508,115.06222222222225,10,9,0.0,0.0,0.0015760664040793866,563,0.11891229622520286,0.009261064534997076,1.0,1,0.9907362262311068,0.0,0.0,0.0,0.5955512847620112,0.11911025695240225,1,2,2,412.72,412.72,412.72,1,2,2
ACC_0115,12,11,2012.9099999999999,1208.55,167.74249999999998,109.86818181818181,12,11,0.0,0.0,0.001751896677795659,962,0.24968802965037687,0.009592526170913792,1.9130434782608696,2,0.9908218606591572,0.041501976284585046,0.0,0.0,0.5900523027512299,0.11801046055024599,2,2,2,457.2,457.2,717.26,2,2,2
ACC_0116,10,8,2715.83,1097.2,271.58299999999997,137.15,10,8,0.0,0.0,0.0011162478734520395,365,0.4244996761094864,0.01126678281189689,1.0,1,0.9887288666249218,0.0,0.0,0.0,0.4805084174477562,0.09610168348955124,1,1,2,1075.48,1075.48,1075.48,1,1,2
ACC_0117,8,12,800.61,1707.8299999999997,100.07625,142.31916666666663,8,12,0.0,0.0,0.0017278057887755453,826,-0.36166701216548264,0.011552457785393842,1.9000000000000001,2,0.9890236857307915,0.047368421052631504,0.0,0.0,0.5004211229517119,0.10008422459034239,2,2,2,359.91,419.16,419.16,2,2,2
ACC_0118,8,10,866.68,1624.42,108.335,162.442,8,10,0.0,0.0,0.0013787626609745329,520,-0.30417887680019207,0.01137848202621265,1.0,1,0.9886148007590133,0.0,0.0,0.0,0.5930888004644383,0.11861776009288767,1,2,2,436.51,436.51,436.51,1,2,2
ACC_0119,16,9,2182.77,1016.84,136.423125,112.98222222222222,16,9,0.0,0.0,0.0015003099745601448,935,0.36439753594855495,0.011538994107420342,1.0,1,0.9884579870729455,0.0,0.0,0.0,0.5712099013023515,0.1142419802604703,1,2,2,418.69,418.69,561.0799999999999,1,2,2
ACC_0120,9,11,1645.53,1269.34,182.83666666666667,115.39454545454545,9,11,0.0,0.0,0.0017859589504212537,563,0.12905892887117076,0.01055260473460199,1.0,1,0.9894459102902374,0.0,0.0,0.0,0.533645665613961,0.1067291331227922,1,2,3,605.52,605.52,605.52,1,2,3
ACC_0121,11,17,2099.54,2681.04,190.86727272727273,157.70823529411766,9,12,0.2727272727272727,0.4117647058823529,0.003315746757599871,832,-0.1216379602472469,0.01439391343089208,3.142857142857143,4,0.9886889460154241,0.18506493506493513,0.0,0.0,0.6309529539458935,0.12619059078917869,4,4,4,1244.5800000000002,1244.5800000000002,1244.5800000000002,3,3,3
ACC_0122,5,12,443.88,1854.5900000000001,88.776,154.54916666666668,5,12,0.0,0.0,0.0016195193393426762,329,-0.6137604580411589,0.008242823894491854,1.0,1,0.9917555771096024,0.0,0.0,0.0,0.8029019929891205,0.1605803985978241,1,2,2,465.74,688.51,688.51,1,2,2
ACC_0123,11,12,1524.83,1943.5900000000001,138.6209090909091,161.96583333333334,11,12,0.0,0.0,0.0016437381116745017,882,-0.12073508975233474,0.011592352407513188,1.9130434782608696,2,0.9889112903225806,0.041501976284585046,0.0,0.0,0.49427544426227665,0.09885508885245534,2,2,3,570.73,570.73,570.73,2,2,3
ACC_0124,14,14,2028.2400000000002,1520.1200000000003,144.87428571428572,108.58000000000003,14,13,0.0,0.0,0.0020050121637032103,951,0.14319854806123614,0.015048369759942672,1.0,1,0.9849462365591398,0.0,0.0,0.0,0.6520729684563672,0.13041459369127345,1,2,3,272.11,311.68,464.58000000000004,1,2,3
ACC_0125,9,9,873.9499999999999,660.5799999999999,97.10555555555555,73.39777777777778,9,9,0.0,0.0,0.0012442932217908403,657,0.13904583162180575,0.010960016237061092,1.0,1,0.9890377588306942,0.0,0.0,0.0,0.5741220718437183,0.11482441436874367,1,2,2,222.81,222.81,222.81,1,2,2
ACC_0126,9,8,1435.03,908.56,159.4477777777778,113.57,9,8,0.0,0.0,0.001204020176847369,636,0.22464253559613823,0.007637588918008236,1.0,1,0.9923595505617977,0.0,0.0,0.0,0.5149048373974078,0.10298096747948156,2,2,2,605.48,605.48,605.48,2,2,2
ACC_0127,12,11,1379.21,1244.51,114.93416666666667,113.13727272727273,12,11,0.0,0.0,0.0015085096438250132,766,0.05133931974428927,0.011028530328458403,1.0,1,0.988968824940048,0.0,0.0,0.0,0.6401526710892197,0.12803053421784394,2,2,3,272.13,362.61,446.35,2,2,3
ACC_0128,17,14,5865.08,1893.5700000000002,345.00470588235294,135.25500000000002,13,14,0.35294117647058826,0.07142857142857142,0.0018749686945674353,894,0.5118815773356037,0.01549122164107006,2.806451612903226,3,0.9855072463768116,0.062291434927697384,0.0,0.0,0.46569511586474205,0.09313902317294842,4,4,4,2340.16,2340.16,2340.16,2,2,2
ACC_0129,16,11,2148.33,961.3899999999999,134.270625,87.3990909090909,16,11,0.0,0.0,0.0017715013718365541,1565,0.3816870972293915,0.015037593984962405,1.0,1,0.984958217270195,0.0,0.0,0.0,0.4376856516689439,0.08753713033378879,1,2,3,773.16,773.16,773.16,1,2,3
ACC_0130,11,12,1059.85,747.8599999999999,96.35,62.32166666666666,11,12,0.0,0.0,0.0016547850766832183,1080,0.17258852360072918,0.010358182964541988,1.0,1,0.9896396396396396,0.0,0.0,0.0,0.5897601887579822,0.11795203775159645,1,2,2,218.96,218.96,252.05,1,2,2
ACC_0131,12,7,2331.7999999999997,600.21,194.31666666666663,85.74428571428572,12,7,0.0,0.0,0.0013273688812754493,531,0.5905812053826877,0.00807182508213436,1.0,1,0.9919252018699533,0.0,0.0,0.0,0.49689159441579295,0.0993783188831586,1,2,2,805.61,805.61,805.61,1,2,2
ACC_0132,11,15,1752.6100000000004,2327.4299999999994,159.32818181818186,155.16199999999995,9,12,0.2727272727272727,0.26666666666666666,0.0021122470765713355,680,-0.14088587366755967,0.01656068535759403,1.7692307692307694,2,0.9853409815168898,0.10033444816053506,0.0,0.0,0.5368921584202758,0.10737843168405517,3,3,4,945.97,945.97,945.97,2,2,2
ACC_0133,11,16,1300.8500000000001,1902.1000000000001,118.25909090909092,118.88125000000001,11,16,0.0,0.0,0.001818820190336833,1322,-0.18771757286193128,0.013120914900337743,1.0,1,0.9868740884783666,0.0,0.0,0.0,0.5948102553901577,0.11896205107803155,1,2,2,402.91,525.9100000000001,525.9100000000001,1,2,2
ACC_0134,24,10,4288.360000000001,1303.42,178.6816666666667,130.342,18,10,0.3333333333333333,0.1,0.0014974298006134965,1669,0.5338085546989799,0.014731688294807081,3.294117647058824,4,0.9878630255743389,0.16386554621848745,0.0,0.0,0.4828842798561635,0.09657685597123271,5,5,5,1604.5700000000002,1604.5700000000002,1604.5700000000002,2,2,2
ACC_0135,20,15,3673.129999999999,3003.4600000000005,183.65649999999997,200.2306666666667,13,13,0.5,0.2,0.0036212202949930093,1250,0.10030120166117669,0.01510726155705509,3.857142857142857,5,0.9883419689119171,0.20952380952380956,0.0,0.0,0.4461947806277833,0.08923895612555666,5,5,5,1995.3,1995.3,1995.3,3,3,3
ACC_0136,10,6,861.0799999999999,776.97,86.10799999999999,129.495,10,6,0.0,0.0,0.000755053968197521,426,0.051347638960646154,0.009268377454671841,1.0,1,0.9907300115874855,0.0,0.0,0.0,0.5897412880645349,0.11794825761290698,1,2,2,219.19,219.19,290.5,1,2,2
ACC_0137,10,9,1888.54,949.5999999999999,188.85399999999998,105.5111111111111,10,9,0.0,0.0,0.0010314588630968558,542,0.33082934597894814,0.00922748170692223,1.0,1,0.9907722195240408,0.0,0.0,0.0,0.48446744620766363,0.09689348924153274,1,3,3,729.18,865.7599999999999,865.7599999999999,1,3,3
ACC_0138,7,7,953.86,917.5,136.2657142857143,131.07142857142858,7,7,0.0,0.0,0.0010154140328252897,285,0.019429719562139684,0.008187054707069132,1.0,1,0.991812865497076,0.0,0.0,0.0,0.40319131106833633,0.08063826221366727,1,2,2,621.64,621.64,621.64,1,2,2
ACC_0139,20,16,3668.52,2616.64,183.426,163.54,7,14,0.8,0.1875,0.0037052598502990246,731,0.16735930350195166,0.0162063609966912,3.194444444444444,5,0.989644304367402,0.2995169082125604,0.0,0.0,0.45562632488149585,0.09112526497629918,5,6,6,2726.37,2726.37,2726.37,3,4,4
ACC_0140,18,12,6987.34,5829.61,388.18555555555554,485.8008333333333,16,10,0.16666666666666666,0.3333333333333333,0.003300137084943808,944,0.09032804216284662,0.014136384698148919,2.6,3,0.9877474081055608,0.1205128205128205,0.0,0.0,0.3933692776476155,0.0786738555295231,3,3,3,4342.98,4342.98,4342.98,3,3,3
ACC_0141,11,16,5189.38,8462.6,471.76181818181817,528.9125,8,8,0.36363636363636365,0.625,0.003144039239601321,372,-0.23976155839648186,0.015057161446231062,3.1111111111111107,4,0.9882877858337981,0.19047619047619047,0.0,0.0,0.42083395965057496,0.084166791930115,5,5,6,4228.6900000000005,4228.6900000000005,4389.110000000001,2,3,4
ACC_0142,13,7,1676.0500000000002,601.1099999999999,128.9269230769231,85.87285714285713,13,7,0.0,0.0,0.0018750614657616152,914,0.47205290800614796,0.011446231328335147,1.0,1,0.9885518030910132,0.0,0.0,0.0,0.5371191916174988,0.10742383832349976,2,2,2,488.45,488.45,488.45,2,2,2
ACC_0143,10,10,974.5099999999999,921.71,97.451,92.171,10,9,0.0,0.0,0.0016628823249768554,571,0.027844870320807395,0.012521913348359628,1.0,1,0.9874765184721352,0.0,0.0,0.0,0.641086100743425,0.128217220148685,1,2,2,244.85,244.85,301.37,1,2,2
ACC_0144,6,11,427.9100000000001,1232.8200000000002,71.31833333333334,112.07454545454547,6,11,0.0,0.0,0.0017385331613114783,470,-0.4846724030969232,0.007003955174686882,1.0,1,0.9929954676555418,0.0,0.0,0.0,0.596832798461189,0.1193665596922378,2,2,2,254.33,254.33,254.33,2,2,2
ACC_0145,7,16,1499.41,2704.18,214.20142857142858,169.01125,7,16,0.14285714285714285,0.0,0.002774824530738912,766,-0.2866050209456997,0.011561274756207902,1.0,1,0.9884364002011061,0.0,0.0,0.0,0.49457118026266145,0.0989142360525323,2,2,4,723.06,723.06,990.61,2,2,4
ACC_0146,14,12,2002.6099999999997,3153.44,143.0435714285714,262.7866666666667,12,10,0.21428571428571427,0.25,0.0021132548563195367,843,-0.2231999301786772,0.011816480961073786,1.7692307692307694,2,0.9895454545454545,0.10033444816053506,0.0,0.0,0.5374163965742688,0.10748327931485376,2,2,3,984.22,984.22,984.22,2,2,3
ACC_0147,12,8,1757.7899999999997,1052.59,146.4825,131.57375,12,8,0.0,0.0,0.001037351385574279,738,0.25092692091371654,0.012652889076339097,1.0,1,0.9873417721518988,0.0,0.0,0.0,0.47446177030647363,0.09489235406129473,1,2,3,637.01,637.01,637.01,1,2,3
ACC_0148,17,18,3533.85,4048.98,207.8735294117647,224.94333333333333,15,12,0.17647058823529413,0.3888888888888889,0.0020424479837701896,1375,-0.06793373977780338,0.017135023989033587,2.571428571428571,3,0.9853085210577864,0.12666666666666668,0.0,0.0,0.5087534121266779,0.10175068242533558,4,4,5,2235.57,2235.57,2259.02,2,2,4
ACC_0149,7,7,921.92,947.7499999999999,131.70285714285714,135.39285714285714,7,7,0.0,0.0,0.0011652005011102986,434,-0.013815272213739205,0.007655990812811024,1.0,1,0.9923413566739606,0.0,0.0,0.0,0.5790345847552729,0.11580691695105459,1,2,2,318.39,322.26,401.25,1,2,2
ACC_0150,16,10,2315.9000000000005,1040.02,144.74375000000003,104.002,15,10,0.0,0.0,0.0012620227554007207,993,0.38018784714659426,0.014788131576452744,1.923076923076923,2,0.9857792946530148,0.03692307692307693,0.0,0.0,0.36556670106478667,0.07311334021295733,2,2,3,1082.15,1082.15,1082.15,2,2,3
ACC_0151,9,14,1770.6,2546.51,196.73333333333332,181.89357142857145,7,12,0.3333333333333333,0.21428571428571427,0.0028445923188663187,718,-0.17972903168976537,0.011031263239514305,1.6521739130434783,2,0.9908829174664108,0.1372997711670481,0.0,0.0,0.6011614724870984,0.12023229449741968,2,2,3,926.46,926.46,926.46,2,2,3
ACC_0152,9,5,883.37,629.0300000000001,98.15222222222222,125.80600000000001,9,5,0.0,0.0,0.0007204931205356825,261,0.16816979634905993,0.0073998379083124845,1.0,1,0.9925965097831835,0.0,0.0,0.0,0.5996500423385984,0.11993000846771969,1,1,1,305.97,305.97,305.97,1,1,1
ACC_0153,15,13,3461.4700000000003,3798.4600000000005,230.76466666666667,292.1892307692308,13,10,0.2,0.38461538461538464,0.0025753627010722873,1016,-0.046417802926410595,0.013719773623735209,2.571428571428571,3,0.9882352941176471,0.12797619047619055,0.0,0.0,0.3943378568970903,0.07886757137941806,4,4,4,3573.71,3573.71,3573.71,3,3,3
ACC_0154,16,18,2017.3799999999999,2225.58,126.08624999999999,123.64333333333333,15,12,0.125,0.4444444444444444,0.0034063595562345626,1347,-0.049069517506530665,0.018647848184577133,1.8823529411764706,2,0.9824465167306637,0.05514705882352944,0.0,0.0,0.487343511899744,0.09746870237994881,3,3,4,700.65,700.65,700.65,2,2,4
ACC_0155,9,11,897.4699999999999,1226.5800000000002,99.71888888888888,111.50727272727273,9,10,0.0,0.0,0.0017712153335977417,610,-0.15494456345116678,0.009143832484988875,1.9000000000000001,2,0.9913122999542753,0.047368421052631504,0.0,0.0,0.408078005269104,0.0816156010538208,2,3,3,661.37,814.26,814.26,2,3,3
ACC_0156,9,11,883.23,1382.11,98.13666666666667,125.64636363636363,9,11,0.0,0.0,0.0017011983373065298,619,-0.22022301288009644,0.010490244073012099,1.0,1,0.9895068205666316,0.0,0.0,0.0,0.7303441420895401,0.14606882841790803,1,2,3,301.54,371.45000000000005,455.23,1,2,3
ACC_0157,6,11,554.72,1712.27,92.45333333333333,155.6609090909091,6,10,0.0,0.0,0.0013980631483465498,513,-0.5106109863717502,0.009264473469091173,1.0,1,0.9907306434023991,0.0,0.0,0.0,0.6823220130969191,0.13646440261938383,1,1,2,377.13,377.13,454.14,1,1,2
ACC_0158,8,12,957.2199999999999,1044.65,119.65249999999999,87.05416666666667,8,12,0.0,0.0,0.0019288919734692014,671,-0.043674164655828525,0.011454207034792155,1.9000000000000001,2,0.9891179839633448,0.047368421052631504,0.0,0.0,0.617409529084872,0.12348190581697441,2,2,2,271.34,271.34,326.82,2,2,2
ACC_0159,13,10,1348.22,2003.4700000000003,103.70923076923077,200.34700000000004,12,10,0.0,0.0,0.00145601405439137,869,-0.19549839036368075,0.0110803324099723,1.0,1,0.9889156626506024,0.0,0.0,0.0,0.552824028904334,0.1105648057808668,1,2,4,472.5,472.5,568.86,1,2,4
ACC_0160,11,11,1327.7,1293.2099999999998,120.7,117.56454545454544,11,11,0.0,0.0,0.001688671618402558,737,0.013159551453452673,0.009748532181234075,1.0,1,0.9902482269503546,0.0,0.0,0.0,0.6283358311792271,0.12566716623584542,2,3,4,301.09000000000003,402.68000000000006,534.69,2,3,4
ACC_0161,11,14,1300.3400000000001,1435.4200000000003,118.21272727272729,102.53000000000002,11,14,0.09090909090909091,0.07142857142857142,0.0017891844620117317,1210,-0.04937567622872854,0.01557955961778147,1.92,2,0.9850374064837906,0.03833333333333341,0.0,0.015151515151515152,0.5157284748629216,0.10769114951803888,2,2,2,606.38,606.38,606.38,2,2,2
ACC_0162,14,9,1892.9399999999998,1198.24,135.20999999999998,133.13777777777779,13,9,0.0,0.0,0.001698619349970397,725,0.22473618488659752,0.012141154113475801,1.0,1,0.9878563885955649,0.0,0.0,0.0,0.5466910319401329,0.10933820638802659,1,2,3,458.99,713.1,852.4200000000001,1,2,3
ACC_0163,11,10,715.73,1119.4599999999998,65.06636363636363,111.94599999999998,11,10,0.0,0.0,0.0016826865636703557,922,-0.21999357014685123,0.00953700129430732,1.0,1,0.9904588823262154,0.0,0.0,0.0,0.6774097096636414,0.1354819419327283,1,2,2,313.86,388.23,388.23,1,2,2
ACC_0164,19,18,4588.11,4872.31,241.47947368421052,270.68388888888893,17,14,0.15789473684210525,0.2222222222222222,0.0026810154968472085,1492,-0.030040949556119103,0.018363497998213282,1.783783783783784,2,0.9836146971201589,0.09500409500409505,0.0,0.0,0.431879141260634,0.08637582825212681,3,3,4,3174.6,3174.6,3174.6,2,2,4
ACC_0165,7,8,1723.8400000000001,987.01,246.26285714285717,123.37625,7,7,0.0,0.0,0.0013187716604238116,406,0.2718077355800882,0.008595003438001375,1.0,1,0.9914040114613181,0.0,0.0,0.0,0.45204717764057273,0.09040943552811455,1,2,3,959.75,959.75,959.75,1,2,3
ACC_0166,19,8,3212.89,1241.43,169.09947368421052,155.17875,18,8,0.05263157894736842,0.125,0.0014181965783345927,1250,0.44259505378948394,0.012536370952764194,1.9259259259259258,2,0.9879238272178356,0.03561253561253567,0.0,0.0,0.5905624452425753,0.11811248904851507,2,2,2,590.4300000000001,590.4300000000001,679.51,2,2,2
ACC_0167,24,14,5454.18,3257.6499999999996,227.25750000000002,232.6892857142857,10,11,0.7083333333333334,0.2857142857142857,0.003990866772574495,732,0.2521318712598248,0.016155546737713283,3.1578947368421053,5,0.9897959183673469,0.30921052631578955,0.0,0.0,0.4916770098049236,0.09833540196098473,5,5,5,2718.44,2718.44,2718.44,3,3,3
ACC_0168,10,9,1785.8,760.0799999999999,178.57999999999998,84.45333333333332,10,8,0.0,0.0,0.001496195067001812,570,0.4028940877009015,0.009900990099009901,1.0,1,0.9900990099009901,0.0,0.0,0.0,0.5581993422232202,0.11163986844464405,2,2,3,412.72,412.72,563.54,2,2,3
ACC_0169,6,14,493.63,1343.96,82.27166666666666,95.99714285714286,6,14,0.0,0.0,0.0018493169489109938,472,-0.4627419609354495,0.010815780223345861,1.0,1,0.9891833423472147,0.0,0.0,0.0,0.7807355553180569,0.1561471110636114,1,2,3,181.39,197.89,228.32,1,2,3
ACC_0170,11,12,1559.71,779.77,141.79181818181817,64.98083333333334,11,12,0.0,0.0,0.0021799415565504085,1077,0.33338177714563333,0.010443785191015317,1.9130434782608696,2,0.9900090826521344,0.041501976284585046,0.0,0.0,0.5142431473307868,0.10284862946615736,2,3,4,465.05,490.34000000000003,582.61,2,3,4
ACC_0171,14,9,1479.27,667.8299999999999,105.66214285714285,74.20333333333332,13,9,0.0,0.0,0.0013044247747031603,705,0.3779237110503567,0.011115944130298198,1.0,1,0.9888835186080231,0.0,0.0,0.0,0.6578043515408339,0.1315608703081668,1,2,3,199.65,199.65,401.19,1,2,3
ACC_0172,9,11,1780.34,1060.7,197.81555555555553,96.42727272727274,9,11,0.0,0.0,0.0014221259721857876,646,0.25330160786101813,0.013809293654629566,1.0,1,0.9861878453038674,0.0,0.0,0.0,0.5099732465578696,0.10199464931157393,2,2,3,644.96,726.7,740.61,2,2,3
ACC_0173,10,8,1425.0199999999998,791.11,142.50199999999998,98.88875,10,8,0.0,0.0,0.001448612990541677,744,0.28604368877147973,0.00837689837581248,1.0,1,0.9916201117318436,0.0,0.0,0.0,0.5793602958702759,0.11587205917405519,1,1,2,383.09,383.09,383.09,1,1,2
