transaction_id,sender_id,receiver_id,transaction_amount,timestamp,transaction_type,label,transaction_type_encoded,transaction_amount_scaled,sender_prev_time,receiver_prev_time,sender_gap_minutes,receiver_gap_minutes,sender_gap_minutes_scaled,receiver_gap_minutes_scaled,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,sender_out_degree,sender_in_degree,sender_out_volume,sender_in_volume,sender_avg_out_amount,sender_avg_in_amount,sender_unique_receivers,sender_unique_senders,sender_fraud_out_ratio,sender_fraud_in_ratio,sender_pagerank,sender_cycle_participation,sender_flow_imbalance,sender_tx_velocity_per_hour,sender_burst_score,sender_max_hourly_count,sender_dormancy_ratio,sender_activity_concentration,sender_near_threshold_ratio,sender_round_number_ratio,sender_amount_variance_ratio,sender_structuring_score,sender_tx_count_1h_max,sender_tx_count_6h_max,sender_tx_count_24h_max,sender_volume_1h_max,sender_volume_6h_max,sender_volume_24h_max,sender_unique_counterparties_1h_max,sender_unique_counterparties_6h_max,sender_unique_counterparties_24h_max,receiver_out_degree,receiver_in_degree,receiver_out_volume,receiver_in_volume,receiver_avg_out_amount,receiver_avg_in_amount,receiver_unique_receivers,receiver_unique_senders,receiver_fraud_out_ratio,receiver_fraud_in_ratio,receiver_pagerank,receiver_cycle_participation,receiver_flow_imbalance,receiver_tx_velocity_per_hour,receiver_burst_score,receiver_max_hourly_count,receiver_dormancy_ratio,receiver_activity_concentration,receiver_near_threshold_ratio,receiver_round_number_ratio,receiver_amount_variance_ratio,receiver_structuring_score,receiver_tx_count_1h_max,receiver_tx_count_6h_max,receiver_tx_count_24h_max,receiver_volume_1h_max,receiver_volume_6h_max,receiver_volume_24h_max,receiver_unique_counterparties_1h_max,receiver_unique_counterparties_6h_max,receiver_unique_counterparties_24h_max
T0000652,ACC_0334,ACC_0120,104.2,2025-01-03 17:12:00,cash_out,0,0,-0.24783592825068346,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,17,4,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,4,6,291.3,677.96,72.825,112.99333333333334,4,6,0.0,0.0,0.0011519379002722279,118,-0.3989228896230225,0.005610412926391382,1.0,1,0.9943883277216611,0.0,0.0,0.0,0.7196944845562758,0.14393889691125517,1,1,2,199.84,199.84,199.84,1,1,2,9,11,1645.53,1269.34,182.83666666666667,115.39454545454545,9,11,0.0,0.0,0.0017859589504212537,563,0.12905892887117076,0.01055260473460199,1.0,1,0.9894459102902374,0.0,0.0,0.0,0.533645665613961,0.1067291331227922,1,2,3,605.52,605.52,605.52,1,2,3
T0000435,ACC_0320,ACC_0030,56.56,2025-01-03 17:15:00,deposit,0,1,-0.4453090649583299,2025-01-01 16:34:00,2025-01-02 12:35:00,2921.0,1720.0,-0.5503882074156001,-0.6566836522453663,17,4,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,11,6,843.04,342.51000000000005,76.64,57.08500000000001,11,6,0.0,0.0,0.0009406087474347347,365,0.42219223145019447,0.008652353524985792,1.0,1,0.9913441955193483,0.0,0.0,0.0,0.5723682229485814,0.11447364458971628,1,2,2,233.37,233.37,233.37,1,2,2,30,13,11595.25,6348.26,386.5083333333333,488.3276923076923,15,12,0.5666666666666667,0.15384615384615385,0.002169295898566941,945,0.29241714692371085,0.01799715393844694,3.0697674418604652,4,0.9861866889912098,0.20014094432699087,0.03333333333333333,0.0,0.3244859923527674,0.08156386513722015,5,5,5,11240.14,11240.14,11240.14,3,3,4
T0000393,ACC_0063,ACC_0200,74.49,2025-01-03 17:30:00,payment,0,2,-0.3709872064115604,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,17,4,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,16,23,6548.75,7946.829999999999,409.296875,345.5143478260869,11,14,0.375,0.4782608695652174,0.005458653262477665,1038,-0.09644871057239757,0.02115732368896926,3.1794871794871793,4,0.9831795984807379,0.18031430934656745,0.0,0.0,0.46278022065262797,0.0925560441305256,4,4,7,3074.93,3074.93,4016.09,3,3,4,20,15,3442.01,1830.3900000000003,172.1005,122.02600000000002,14,13,0.45,0.2,0.0028480446910515165,776,0.3056710416502813,0.014611846728685839,3.857142857142857,5,0.9887265135699373,0.20952380952380956,0.0,0.0,0.5851758926229959,0.11703517852459917,5,5,5,1360.0200000000002,1360.0200000000002,1360.0200000000002,3,3,3
T0000397,ACC_0112,ACC_0405,100.68,2025-01-03 18:10:00,withdrawal,0,4,-0.26242672256661365,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,18,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,15,14,1568.8000000000004,1613.89,104.58666666666669,115.27785714285714,15,14,0.0,0.0,0.0020927052213672395,1301,-0.014167261027576676,0.01516815733040431,1.0,1,0.9848246991104134,0.0,0.0,0.0,0.6107069580910884,0.12214139161821769,1,2,3,253.49,285.11,393.72,1,2,3,13,13,2205.15,2595.9599999999996,169.62692307692308,199.68923076923073,12,10,0.15384615384615385,0.3076923076923077,0.002054931884191913,626,-0.0813999262668811,0.014225269915377882,3.3846153846153846,4,0.9879584017515052,0.14335664335664333,0.0,0.0,0.45092015976682764,0.09018403195336554,4,4,4,1909.2400000000002,1909.2400000000002,1909.2400000000002,2,2,2
T0000266,ACC_0305,ACC_0480,154.77,2025-01-03 18:30:00,withdrawal,0,4,-0.038217613319833706,0.0,2025-01-01 19:36:00,0.0,2814.0,-0.7836659913141661,-0.5678800973738661,18,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,8,17,995.44,2873.3500000000004,124.43,169.02058823529413,8,17,0.0,0.0,0.002593832232912244,616,-0.48539982785189845,0.010556986613740974,1.0,1,0.9894425675675675,0.0,0.0,0.0,0.47268624467137754,0.09453724893427551,2,2,2,959.75,1020.61,1020.61,2,2,2,26,17,4353.99,3101.7099999999996,167.46115384615385,182.4535294117647,11,14,0.6923076923076923,0.23529411764705882,0.0042045613255907435,672,0.16796276674199884,0.017604912998976457,3.488372093023256,5,0.9877149877149877,0.26279069767441865,0.0,0.0,0.4946582536418744,0.09893165072837488,5,6,7,1354.95,1476.13,1593.8700000000001,3,3,3
T0000399,ACC_0170,ACC_0482,25.29,2025-01-03 18:30:00,cash_out,0,0,-0.5749267178728578,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,18,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,11,12,1559.71,779.77,141.79181818181817,64.98083333333334,11,12,0.0,0.0,0.0021799415565504085,1077,0.33338177714563333,0.010443785191015317,1.9130434782608696,2,0.9900090826521344,0.041501976284585046,0.0,0.0,0.5142431473307868,0.10284862946615736,2,3,4,465.05,490.34000000000003,582.61,2,3,4,11,16,1581.62,1737.8600000000001,143.78363636363636,108.61625000000001,11,15,0.0,0.0,0.0027367684268709363,779,-0.047067612999484726,0.013270095593836777,1.9259259259259258,2,0.9872173058013766,0.03561253561253567,0.0,0.0,0.4849373740544305,0.0969874748108861,2,2,3,579.84,579.84,579.84,2,2,3
T0000251,ACC_0299,ACC_0328,26.45,2025-01-03 18:56:00,withdrawal,0,4,-0.5701183879278353,0.0,2025-01-01 21:00:00,0.0,2756.0,-0.7836659913141661,-0.5725881469008743,18,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,8,8,1672.94,890.45,209.1175,111.30625,8,7,0.0,0.0,0.0014519157995819953,290,0.3052559306219293,0.006629742683112111,1.0,1,0.9933692498963945,0.0,0.0,0.0,0.44965252080344814,0.08993050416068964,1,3,3,848.58,848.58,848.58,1,3,3,12,18,1877.8599999999997,2857.1000000000004,156.48833333333332,158.7277777777778,10,15,0.25,0.2777777777777778,0.003106462602491512,742,-0.20681061719590715,0.015018272231214646,3.466666666666667,4,0.9869804707060591,0.1256410256410256,0.0,0.0,0.5299257730335899,0.10598515460671798,4,4,4,1043.27,1043.27,1043.27,2,2,2
T0000808,ACC_0348,ACC_0079,30.28,2025-01-03 19:20:00,cash_out,0,0,-0.5542426088852179,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,19,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,11,7,1138.16,1487.3700000000001,103.46909090909092,212.48142857142858,11,7,0.0,0.0,0.0010791333028496459,324,-0.13300552650271372,0.007328542637868208,1.0,1,0.992671009771987,0.0,0.0,0.0,0.5806345027366364,0.11612690054732729,1,2,2,445.64,445.64,445.64,1,2,2,7,10,674.8599999999999,1347.2,96.40857142857142,134.72,7,10,0.0,0.0,0.0012215192457632573,409,-0.3325024974514481,0.008810039990671722,1.0,1,0.991187143597719,0.0,0.0,0.0,0.6110489744677328,0.12220979489354655,1,2,2,332.08,332.08,332.08,1,2,2
T0001010,ACC_0087,ACC_0498,67.62,2025-01-03 19:20:00,transfer,0,3,-0.39946412599975367,2025-01-02 19:52:00,2025-01-03 13:14:00,1408.0,366.0,-0.6712198702155079,-0.7665922567206965,19,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,18,13,2532.5,2139.32,140.69444444444446,164.56307692307695,18,13,0.05555555555555555,0.07692307692307693,0.001989382777930906,1368,0.08415992054470384,0.013275662712517665,1.9354838709677418,2,0.987152034261242,0.031182795698924674,0.0,0.0,0.4785923289943306,0.09571846579886611,2,2,3,1401.86,1401.86,1401.86,2,2,3,27,15,3982.09,2511.2099999999996,147.48481481481483,167.41399999999996,16,14,0.5185185185185185,0.13333333333333333,0.0024623291380890797,1133,0.2265227234222561,0.017601452818327864,2.4285714285714284,3,0.9857502095557418,0.1666666666666667,0.0,0.0,0.6149369440994894,0.12298738881989789,4,4,4,848.58,848.58,848.58,2,2,4
T0000238,ACC_0264,ACC_0225,95.64,2025-01-03 19:26:00,cash_out,0,0,-0.2833180871553319,0.0,2025-01-03 12:40:00,0.0,406.0,-0.7836659913141661,-0.763345326012415,19,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,11,14,3230.82,3012.7500000000005,293.7109090909091,215.1964285714286,10,12,0.18181818181818182,0.2857142857142857,0.0023545519707377865,476,0.03492713303440987,0.011203895968091303,3.36,4,0.9905871806364859,0.14857142857142863,0.0,0.0,0.5357891506806806,0.10715783013613611,4,4,5,2272.54,2272.54,2329.7000000000003,3,3,4,12,10,1518.6,1645.65,126.55,164.565,11,10,0.0,0.0,0.0019622101873245754,425,-0.040151694714260465,0.013139034878165312,1.0,1,0.986857825567503,0.0,0.0,0.0,0.5430156644571704,0.10860313289143408,1,2,3,722.48,722.48,722.48,1,2,3
T0001027,ACC_0000,ACC_0264,183.37,2025-01-03 20:28:00,transfer,0,3,0.08033259049709927,2025-01-03 04:08:00,0.0,980.0,0.0,-0.7054009354358386,-0.7963016727014727,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,16,7,1683.94,768.38,105.24625,109.76857142857143,16,7,0.0,0.0,0.0010256977741484176,774,0.37334442486962005,0.013567587230737466,1.0,1,0.9864306784660767,0.0,0.0,0.0,0.6016721917843525,0.12033443835687051,1,1,3,270.37,270.37,511.38,1,1,3,11,14,3230.82,3012.7500000000005,293.7109090909091,215.1964285714286,10,12,0.18181818181818182,0.2857142857142857,0.0023545519707377865,476,0.03492713303440987,0.011203895968091303,3.36,4,0.9905871806364859,0.14857142857142863,0.0,0.0,0.5357891506806806,0.10715783013613611,4,4,5,2272.54,2272.54,2329.7000000000003,3,3,4
T0000590,ACC_0105,ACC_0301,43.74,2025-01-03 20:50:00,payment,0,2,-0.4984494010748712,2025-01-02 19:48:00,0.0,1502.0,0.0,-0.6637128138353418,-0.7963016727014727,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,12,8,1845.32,932.9000000000001,153.77666666666667,116.61250000000001,12,8,0.0,0.0,0.0014020204280955095,678,0.328418915707437,0.01012829169480081,1.0,1,0.9898682877406282,0.0,0.0,0.0,0.5944646223544575,0.1188929244708915,1,2,4,458.21,458.21,551.1,1,2,4,7,12,693.61,1358.78,99.08714285714287,113.23166666666667,7,12,0.0,0.0,0.001764328058608108,417,-0.32409532301207816,0.00942109830172307,1.0,1,0.9905753968253969,0.0,0.0,0.0,0.7121192332313274,0.14242384664626548,1,1,2,415.93,415.93,415.93,1,1,2
T0001033,ACC_0016,ACC_0124,79.18,2025-01-03 20:52:00,transfer,0,3,-0.35154663103039197,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,10,7,1215.73,574.38,121.57300000000001,82.05428571428571,10,7,0.0,0.0,0.0010959420942713402,365,0.35827407254102667,0.007623546294358576,1.0,1,0.9923732615522656,0.0,0.0,0.0,0.5876475096544427,0.11752950193088854,1,1,3,356.05,356.05,356.05,1,1,3,14,14,2028.2400000000002,1520.1200000000003,144.87428571428572,108.58000000000003,14,13,0.0,0.0,0.0020050121637032103,951,0.14319854806123614,0.015048369759942672,1.0,1,0.9849462365591398,0.0,0.0,0.0,0.6520729684563672,0.13041459369127345,1,2,3,272.11,311.68,464.58000000000004,1,2,3
T0000188,ACC_0246,ACC_0230,139.63,2025-01-03 20:56:00,transfer,0,3,-0.10097460932641998,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,7,10,685.16,1003.04,97.88,100.304,7,10,0.0,0.0,0.0019243358962029034,405,-0.18829522568304533,0.009580073447229762,1.0,1,0.9904171364148816,0.0,0.0,0.0,0.6236614667621776,0.12473229335243552,1,2,3,273.99,273.99,273.99,1,2,3,10,9,1163.6100000000001,1141.6,116.36100000000002,126.84444444444443,10,9,0.0,0.0,0.0014504636772708084,424,0.009547937064260844,0.010791060458336095,1.0,1,0.9892045454545455,0.0,0.0,0.0,0.6109317721718771,0.12218635443437542,1,2,2,309.0,309.0,309.0,1,2,2
T0000517,ACC_0340,ACC_0356,113.94,2025-01-03 20:56:00,payment,0,2,-0.2074625371605811,0.0,2025-01-03 15:16:00,0.0,340.0,-0.7836659913141661,-0.7687027616810795,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,10,12,1150.3899999999999,3000.7799999999997,115.03899999999999,250.06499999999997,10,10,0.1,0.25,0.002195603975623596,306,-0.4457514387499289,0.011880118801188012,1.909090909090909,2,0.9886547811993517,0.04329004329004334,0.0,0.0,0.5629597184704949,0.11259194369409897,2,2,4,671.16,796.5799999999999,905.47,2,2,4,11,8,1475.6099999999997,908.9399999999999,134.14636363636362,113.61749999999999,9,8,0.0,0.0,0.0012423603288017596,347,0.2376423224497802,0.009110961925769635,1.894736842105263,2,0.9913669064748202,0.04970760233918132,0.0,0.0,0.47744619889031165,0.09548923977806234,2,2,3,550.64,550.64,550.64,2,2,3
T0000591,ACC_0118,ACC_0048,60.75,2025-01-03 20:57:00,transfer,0,3,-0.42794104558794704,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,8,10,866.68,1624.42,108.335,162.442,8,10,0.0,0.0,0.0013787626609745329,520,-0.30417887680019207,0.01137848202621265,1.0,1,0.9886148007590133,0.0,0.0,0.0,0.5930888004644383,0.11861776009288767,1,2,2,436.51,436.51,436.51,1,2,2,7,8,428.03000000000003,873.43,61.14714285714286,109.17875,7,8,0.0,0.0,0.0014124683162868301,309,-0.3422310328374116,0.007154326777850204,1.0,1,0.9928435114503816,0.0,0.0,0.0,0.5414300239395314,0.10828600478790629,1,2,2,261.81,261.81,261.81,1,2,2
T0000160,ACC_0310,ACC_0050,111.62,2025-01-03 21:20:00,transfer,0,3,-0.217079197050626,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,21,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,17,28,6007.92,8097.530000000001,353.40705882352944,289.19750000000005,11,16,0.35294117647058826,0.5,0.0044423581375760334,666,-0.14814203020807695,0.02050674444039373,2.8444444444444446,4,0.9854147675478578,0.24097222222222225,0.0,0.0,0.47133425850043886,0.09426685170008778,4,4,7,3147.75,3147.75,3147.75,3,3,3,12,17,1615.07,3471.66,134.58916666666667,204.21529411764706,12,17,0.0,0.0,0.002776889942201048,1588,-0.3649869365970575,0.014276571653620835,1.0,1,0.9857213195470211,0.0,0.0,0.0,0.5082320671418926,0.10164641342837853,1,2,3,556.51,556.51,558.71,1,2,3
T0000348,ACC_0484,ACC_0085,121.7,2025-01-03 21:36:00,transfer,0,3,-0.17529646787318948,2025-01-02 09:09:00,0.0,2187.0,0.0,-0.6090071370224291,-0.7963016727014727,21,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,9,9,2100.19,734.0799999999999,233.35444444444445,81.56444444444443,9,9,0.0,0.0,0.0013171538121839383,243,0.4819971280065697,0.00951240135287486,1.8888888888888888,2,0.991014799154334,0.05228758169934643,0.0,0.0,0.47749573334682255,0.09549914666936452,2,3,4,888.75,888.75,888.75,2,3,4,15,26,4520.650000000001,5842.99,301.3766666666667,224.7303846153846,10,15,0.4,0.46153846153846156,0.005045112872685576,912,-0.12759416575630989,0.019267671822988056,2.2682926829268295,3,0.9854254818993888,0.19826907946498815,0.0,0.0,0.4782711091006754,0.09565422182013508,4,4,4,2477.46,2477.46,2477.46,2,2,2
T0000279,ACC_0088,ACC_0287,90.63,2025-01-03 21:45:00,payment,0,2,-0.3040850983834031,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,21,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,13,11,1446.75,889.1700000000003,111.28846153846153,80.83363636363639,13,11,0.0,0.0,0.0016693429539669105,821,0.2386982430894948,0.010728015019221028,1.0,1,0.9892713455520786,0.0,0.0,0.0,0.46823463403121923,0.09364692680624385,1,2,4,532.51,532.51,673.37,1,2,4,6,14,395.15999999999997,1599.05,65.86,114.21785714285714,6,14,0.0,0.0,0.002234604377768047,372,-0.6036926903355028,0.008249974218830567,1.0,1,0.9917491749174917,0.0,0.0,0.0,0.49252566389754043,0.09850513277950809,1,1,2,365.8,365.8,435.45,1,1,2
T0000300,ACC_0130,ACC_0308,25.02,2025-01-03 22:00:00,payment,0,2,-0.5760458981186818,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,11,12,1059.85,747.8599999999999,96.35,62.32166666666666,11,12,0.0,0.0,0.0016547850766832183,1080,0.17258852360072918,0.010358182964541988,1.0,1,0.9896396396396396,0.0,0.0,0.0,0.5897601887579822,0.11795203775159645,1,2,2,218.96,218.96,252.05,1,2,2,12,12,1327.5099999999998,869.3100000000001,110.62583333333332,72.44250000000001,12,12,0.0,0.0,0.001743244712266074,519,0.2085742118143107,0.016083994191890987,1.0,1,0.9839142091152815,0.0,0.0,0.0,0.47834351974246103,0.09566870394849221,2,2,4,447.46,447.46,604.66,2,2,4
T0000175,ACC_0280,ACC_0030,173.02,2025-01-03 22:00:00,payment,0,2,0.037430681073838575,0.0,2025-01-03 17:15:00,0.0,285.0,-0.7836659913141661,-0.7731672914049668,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,9,9,1381.6,819.86,153.5111111111111,91.09555555555556,9,8,0.0,0.0,0.0014830390692542241,354,0.2551670255182689,0.010490019911611869,1.8888888888888888,2,0.9900874635568513,0.05228758169934643,0.0,0.0,0.6608592232767678,0.13217184465535356,2,2,2,326.86,435.12,435.12,2,2,2,30,13,11595.25,6348.26,386.5083333333333,488.3276923076923,15,12,0.5666666666666667,0.15384615384615385,0.002169295898566941,945,0.29241714692371085,0.01799715393844694,3.0697674418604652,4,0.9861866889912098,0.20014094432699087,0.03333333333333333,0.0,0.3244859923527674,0.08156386513722015,5,5,5,11240.14,11240.14,11240.14,3,3,4
T0000301,ACC_0280,ACC_0173,125.71,2025-01-03 22:14:00,transfer,0,3,-0.15867456866668947,2025-01-03 22:00:00,0.0,14.0,0.0,-0.7825479190873329,-0.7963016727014727,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,9,9,1381.6,819.86,153.5111111111111,91.09555555555556,9,8,0.0,0.0,0.0014830390692542241,354,0.2551670255182689,0.010490019911611869,1.8888888888888888,2,0.9900874635568513,0.05228758169934643,0.0,0.0,0.6608592232767678,0.13217184465535356,2,2,2,326.86,435.12,435.12,2,2,2,10,8,1425.0199999999998,791.11,142.50199999999998,98.88875,10,8,0.0,0.0,0.001448612990541677,744,0.28604368877147973,0.00837689837581248,1.0,1,0.9916201117318436,0.0,0.0,0.0,0.5793602958702759,0.11587205917405519,1,1,2,383.09,383.09,383.09,1,1,2
T0000282,ACC_0230,ACC_0148,136.42,2025-01-03 22:30:00,transfer,0,3,-0.11428041891566319,0.0,2025-01-02 12:52:00,0.0,2018.0,-0.7836659913141661,-0.6324940184686688,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,10,9,1163.6100000000001,1141.6,116.36100000000002,126.84444444444443,10,9,0.0,0.0,0.0014504636772708084,424,0.009547937064260844,0.010791060458336095,1.0,1,0.9892045454545455,0.0,0.0,0.0,0.6109317721718771,0.12218635443437542,1,2,2,309.0,309.0,309.0,1,2,2,17,18,3533.85,4048.98,207.8735294117647,224.94333333333333,15,12,0.17647058823529413,0.3888888888888889,0.0020424479837701896,1375,-0.06793373977780338,0.017135023989033587,2.571428571428571,3,0.9853085210577864,0.12666666666666668,0.0,0.0,0.5087534121266779,0.10175068242533558,4,4,5,2235.57,2235.57,2259.02,2,2,4
T0000847,ACC_0031,ACC_0393,168.29,2025-01-03 22:35:00,deposit,0,1,0.01782430121180727,0.0,2025-01-03 03:12:00,0.0,1163.0,-0.7836659913141661,-0.7018971623581868,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,16,19,4415.35,4683.68,275.959375,246.50947368421055,11,10,0.375,0.5789473684210527,0.00509527254349599,808,-0.02948995662171737,0.01694710083524997,2.742857142857143,4,0.9883777239709444,0.2321428571428572,0.0,0.0,0.4684293478746091,0.09368586957492182,4,4,5,2885.78,2885.78,3005.21,3,3,4,12,22,1431.9799999999998,2798.6800000000003,119.33166666666665,127.21272727272729,12,22,0.0,0.0,0.0027620030761933397,1018,-0.3230465222912666,0.020133632048004894,1.0,1,0.9798578199052133,0.0,0.0,0.0,0.5571115557732909,0.11142231115465817,2,2,4,329.76,479.76,567.04,2,2,4
T0000851,ACC_0223,ACC_0123,39.82,2025-01-03 22:55:00,payment,0,2,-0.5146982401994299,2025-01-01 04:59:00,2025-01-03 14:06:00,3956.0,529.0,-0.46773072493185625,-0.7533610140844493,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,10,7,1398.23,808.0,139.823,115.42857142857143,9,7,0.0,0.0,0.001245480177161383,325,0.2675287707978428,0.007848749971144302,1.0,1,0.9921478060046189,0.0,0.0,0.0,0.5981355458675411,0.11962710917350823,1,2,2,281.64,293.46999999999997,296.17,1,2,2,11,12,1524.83,1943.5900000000001,138.6209090909091,161.96583333333334,11,12,0.0,0.0,0.0016437381116745017,882,-0.12073508975233474,0.011592352407513188,1.9130434782608696,2,0.9889112903225806,0.041501976284585046,0.0,0.0,0.49427544426227665,0.09885508885245534,2,2,3,570.73,570.73,570.73,2,2,3
T0000710,ACC_0107,ACC_0158,195.56,2025-01-03 23:00:00,transfer,0,3,0.13086150604005076,0.0,2025-01-01 19:33:00,0.0,3087.0,-0.7836659913141661,-0.5457197952898446,23,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,13,22,3118.99,3872.36,239.92230769230767,176.01636363636365,10,14,0.3076923076923077,0.4090909090909091,0.004242634954362229,945,-0.10775744312599465,0.017030110857912107,3.2,4,0.9863746958637469,0.17857142857142858,0.0,0.0,0.5686267180124164,0.11372534360248328,4,4,4,1417.3799999999999,1417.3799999999999,1417.3799999999999,3,3,4,8,12,957.2199999999999,1044.65,119.65249999999999,87.05416666666667,8,12,0.0,0.0,0.0019288919734692014,671,-0.043674164655828525,0.011454207034792155,1.9000000000000001,2,0.9891179839633448,0.047368421052631504,0.0,0.0,0.617409529084872,0.12348190581697441,2,2,2,271.34,271.34,326.82,2,2,2
T0000853,ACC_0093,ACC_0380,92.2,2025-01-03 23:05:00,transfer,0,3,-0.2975772725095365,2025-01-03 13:14:00,0.0,591.0,0.0,-0.7364673708814197,-0.7963016727014727,23,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10,9,2725.2000000000003,2652.19,272.52000000000004,294.6877777777778,10,9,0.1,0.2222222222222222,0.001612219764482359,615,0.013577218687851252,0.009354536950420954,1.894736842105263,2,0.9911373707533235,0.04970760233918132,0.0,0.0,0.34821669715916026,0.06964333943183205,3,3,4,3955.8500000000004,3955.8500000000004,4095.38,3,3,4,13,11,3464.9200000000005,3343.04,266.5323076923077,303.9127272727273,13,9,0.07692307692307693,0.2727272727272727,0.0016969650041668075,563,0.017902572870554693,0.01682144734536534,1.8333333333333335,2,0.9845722300140253,0.07575757575757582,0.0,0.0,0.36907205749672617,0.07381441149934524,4,4,4,4389.39,4389.39,4389.39,2,2,2
T0001070,ACC_0409,ACC_0390,236.89,2025-01-03 23:20:00,payment,0,2,0.3021789858915836,2025-01-02 18:00:00,2025-01-01 01:15:00,1760.0,4205.0,-0.6431083399408433,-0.45496808199337546,23,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,12,10,1471.8000000000002,986.4500000000002,122.65000000000002,98.64500000000001,12,9,0.0,0.0,0.0017158613168884763,427,0.19743720126025652,0.011952624144300771,1.0,1,0.9880434782608696,0.0,0.0,0.0,0.5995595768438768,0.11991191536877538,1,1,2,289.99,289.99,357.26,1,1,2,9,12,948.4,1339.4900000000002,105.37777777777778,111.62416666666668,9,11,0.0,0.0,0.002369182455862395,516,-0.170939162284153,0.011047786058746165,1.0,1,0.9889473684210527,0.0,0.0,0.0,0.579913098311235,0.11598261966224702,1,1,3,271.14,271.14,392.05999999999995,1,1,3
T0000307,ACC_0103,ACC_0206,82.94,2025-01-03 23:38:00,transfer,0,3,-0.33596100982928473,0.0,2025-01-03 13:12:00,0.0,626.0,-0.7836659913141661,-0.7454872071168666,23,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5,10,1237.49,1335.9099999999999,247.498,133.59099999999998,5,10,0.0,0.0,0.0017676493109564893,321,-0.03824512318318855,0.011978279386712096,1.0,1,0.9880191693290735,0.0,0.0,0.0,0.6374794779812015,0.1274958955962403,1,1,2,397.09,397.09,529.04,1,1,2,13,22,3849.52,5176.66,296.11692307692306,235.30272727272725,9,15,0.38461538461538464,0.4090909090909091,0.0033086893481915755,647,-0.14703229937786852,0.015871336366522062,2.4,3,0.9873015873015873,0.17040816326530614,0.0,0.0,0.4399965622448449,0.08799931244896898,4,6,6,2840.42,2840.42,2840.42,3,3,5
